GO_ID	bias_source
GO:0007608	chr19
GO:0006629	chr19
GO:0006082	chr19
GO:0007606	chr19
GO:0004984	chr19
GO:1901360	chr19
GO:0007600	chr19
GO:0044255	chr19
GO:0016491	chr19
GO:0003008	chr19
GO:0071840	chr19
GO:0032787	chr19
GO:0050877	chr19
GO:0043436	chr19
GO:0046483	chr19
GO:0048518	chr19
GO:0032502	chr19
GO:0048522	chr19
GO:0009058	chr19
GO:0019752	chr19
GO:0006725	chr19
GO:0006139	chr19
GO:1901576	chr19
GO:0016043	chr19
METABOLISM%REACTOME DATABASE ID RELEASE 67%1430728	chr19
GO:0048856	chr19
GO:0009056	chr19
GO:0032991	chr19
GO:0065008	chr19
GO:0007275	chr19
GO:0048519	chr19
GO:0016705	chr19
GO:0033559	chr19
GO:0051179	chr19
GO:0044248	chr19
GO:0017144	chr19
GO:0006631	chr19
GO:0043170	chr19
GO:0055114	chr19
GO:0070887	chr19
GO:0019222	chr19
GO:0005829	chr19
GO:0001676	chr19
SIGNALING PATHWAYS%REACTOME%R-HSA-162582.8	chr19
GO:0042737	chr19
GO:0048731	chr19
GO:0019369	chr19
GO:0044249	chr19
GO:0019373	chr19
GO:0007399	chr19
GO:1901564	chr19
GO:0080090	chr19
GO:0006950	chr19
GO:0004888	chr19
GO:0060089	chr19
GO:0009893	chr19
GO:0008392	chr19
GO:0048037	chr19
GO:0006690	chr19
GO:0044428	chr19
GO:0060255	chr19
GO:0009605	chr19
GO:0071944	chr19
GO:0070013	chr19
GO:0031974	chr19
GO:0048523	chr19
GO:0031981	chr19
GO:0043233	chr19
GO:0031323	chr19
GO:0010468	chr19
GO:0038023	chr19
GO:0006805	chr19
GO:0008391	chr19
GO:1901568	chr19
GO:0051171	chr19
GO:0042493	chr19
GO:0008395	chr19
GO:0006996	chr19
GO:0097159	chr19
GO:0098590	chr19
GO:0006810	chr19
GO:0044260	chr19
GO:0051234	chr19
GO:0016787	chr19
GO:0005739	chr19
GO:0022008	chr19
GO:0005886	chr19
GO:0048513	chr19
GO:0030154	chr19
GO:0042738	chr19
GO:1901363	chr19
GO:0016298	chr19
GO:0071702	chr19
GO:0016712	chr19
GO:0048869	chr19
GO:0051641	chr19
GO:0071466	chr19
GO:0012505	chr19
GO:0090304	chr19
GO:0046906	chr19
GO:0004984	chr2
GO:0007608	chr2
GO:0007606	chr2
GO:0007600	chr2
GO:0050877	chr2
GO:0007186	chr2
GO:0003008	chr2
GO:0004888	chr2
GO:0038023	chr2
GO:0060089	chr2
GO:0016021	chr2
GO:0031224	chr2
GO:0032501	chr2
GO:0007154	chr2
GO:0007165	chr2
GO:0051716	chr2
GO:0002377	chr6
GO:0002440	chr6
GO:0004888	chr7
GO:0060089	chr7
GO:0038023	chr7
GO:0004984	chr7
GO:0009060	chrMT
GO:0043604	chrMT
GO:0046034	chrMT
GO:0042773	chrMT
GO:0000499	chrMT
GO:0000498	chrMT
GO:0000496	chrMT
GO:0009058	chrMT
GO:1901135	chrMT
GO:0003824	chrMT
GO:1902494	chrMT
GO:0098655	chrMT
GO:0008324	chrMT
GO:0006812	chrMT
GO:0043603	chrMT
GO:0044249	chrMT
GO:0034645	chrMT
GO:0044260	chrMT
GO:0044237	chrMT
GO:0044271	chrMT
GO:0034641	chrMT
GO:0044267	chrMT
GO:0045333	chrMT
COMPLEX I BIOGENESIS%REACTOME%R-HSA-6799198.1	chrMT
GO:0004129	chrMT
GO:0070069	chrMT
GO:0005737	chrMT
GO:0044444	chrMT
GO:0017144	chrMT
GO:0009055	chrMT
GO:0022900	chrMT
ELECTRON TRANSPORT CHAIN%WIKIPATHWAYS_20190110%WP295%MUS MUSCULUS	chrMT
GO:0015990	chrMT
GO:0015988	chrMT
GO:0015980	chrMT
GO:0031975	chrMT
GO:0010467	chrMT
GO:0006091	chrMT
GO:0015002	chrMT
GO:1901363	chrMT
GO:0098800	chrMT
GO:0098662	chrMT
GO:0022890	chrMT
GO:0098660	chrMT
GO:0015318	chrMT
GO:0043231	chrMT
GO:0044446	chrMT
GO:0034220	chrMT
GO:0015075	chrMT
GO:0006811	chrMT
GO:0009059	chrMT
GO:0043170	chrMT
GO:0044425	chrMT
GO:0098796	chrMT
GO:0016020	chrMT
GO:0008152	chrMT
METABOLISM%REACTOME DATABASE ID RELEASE 67%1430728	chrMT
GO:0005740	chrMT
GO:0005743	chrMT
GO:0044455	chrMT
GO:0031966	chrMT
GO:0044429	chrMT
GO:0098798	chrMT
GO:0005747	chrMT
GO:0005746	chrMT
GO:0005739	chrMT
GO:0060090	chrMT
GO:0015077	chrMT
GO:0015672	chrMT
GO:0003954	chrMT
GO:0030964	chrMT
GO:0006807	chrMT
GO:0003676	chrMT
GO:0055086	chrMT
GO:0009123	chrMT
GO:0006753	chrMT
GO:0009141	chrMT
GO:0009117	chrMT
GO:0031967	chrMT
GO:0019866	chrMT
GO:0031090	chrMT
GO:0044422	chrMT
GO:0097159	chrMT
GO:1901576	chrMT
GO:0071704	chrMT
GO:1901566	chrMT
GO:1901564	chrMT
GO:0019637	chrMT
GO:0055114	chrMT
GO:0006119	chrMT
OXIDATIVE PHOSPHORYLATION%WIKIPATHWAYS_20190110%WP1248%MUS MUSCULUS	chrMT
GO:0016491	chrMT
GO:0016675	chrMT
GO:0016676	chrMT
GO:0016651	chrMT
GO:1990204	chrMT
GO:0043043	chrMT
GO:0006518	chrMT
GO:0044238	chrMT
GO:0032991	chrMT
GO:0019538	chrMT
GO:1902600	chrMT
GO:0015078	chrMT
GO:0072521	chrMT
GO:0009126	chrMT
GO:0009144	chrMT
GO:0006163	chrMT
GO:0009167	chrMT
GO:0009205	chrMT
GO:0009150	chrMT
GO:0045271	chrMT
GO:0045277	chrMT
GO:0098803	chrMT
GO:0070469	chrMT
GO:0022904	chrMT
RESPIRATORY ELECTRON TRANSPORT%REACTOME%R-HSA-611105.3	chrMT
RESPIRATORY ELECTRON TRANSPORT, ATP SYNTHESIS BY CHEMIOSMOTIC COUPLING, AND HEAT PRODUCTION BY UNCOUPLING PROTEINS.%REACTOME DATABASE ID RELEASE 67%163200	chrMT
GO:0006979	chrMT
GO:0009161	chrMT
GO:0009199	chrMT
GO:0009259	chrMT
GO:0019693	chrMT
GO:0003723	chrMT
THE CITRIC ACID (TCA) CYCLE AND RESPIRATORY ELECTRON TRANSPORT%REACTOME%R-HSA-1428517.1	chrMT
TP53 REGULATES METABOLIC GENES%REACTOME%R-HSA-5628897.4	chrMT
TRANSCRIPTIONAL REGULATION BY TP53%REACTOME%R-HSA-3700989.6	chrMT
GO:0006412	chrMT
GO:0006414	chrMT
GO:0055085	chrMT
GO:0022857	chrMT
GO:0005215	chrMT
GO:0030533	chrMT
GO:0035064	chrY
GO:0140034	chrY
GO:0140030	chrY
GO:0042393	chrY
GO:0000795	chrY
GO:0099086	chrY
GO:0000794	chrY
GO:0000793	chrY
GO:0051321	chrY
GO:0007286	chrY
GO:0048515	chrY
GO:0005515	closest_genes
GO:0097458	closest_genes
GO:0032502	closest_genes
GO:0048856	closest_genes
GO:0071944	closest_genes
GO:0045202	closest_genes
GO:0007275	closest_genes
GO:0007399	closest_genes
GO:0005886	closest_genes
GO:0048731	closest_genes
GO:0022008	closest_genes
GO:0048699	closest_genes
GO:0030154	closest_genes
GO:0043005	closest_genes
GO:0042995	closest_genes
GO:0048869	closest_genes
GO:0120025	closest_genes
GO:0032501	closest_genes
GO:0044459	closest_genes
GO:0065008	closest_genes
GO:0016043	closest_genes
GO:0071840	closest_genes
GO:0016020	closest_genes
GO:0051239	closest_genes
GO:0044456	closest_genes
GO:0009653	closest_genes
GO:0051179	closest_genes
GO:0030182	closest_genes
GO:0050793	closest_genes
GO:0048468	closest_genes
GO:0005737	closest_genes
GO:0048518	closest_genes
GO:0044463	closest_genes
GO:0098978	closest_genes
GO:0120038	closest_genes
GO:0098590	closest_genes
GO:0051960	closest_genes
GO:0048519	closest_genes
GO:0098794	closest_genes
GO:2000026	closest_genes
GO:0048523	closest_genes
GO:0048522	closest_genes
GO:0051128	closest_genes
GO:0045595	closest_genes
GO:0032879	closest_genes
GO:0048666	closest_genes
GO:0044422	closest_genes
GO:0010646	closest_genes
GO:0048513	closest_genes
GO:0044444	closest_genes
GO:0060284	closest_genes
GO:0023051	closest_genes
GO:0000902	closest_genes
GO:0006928	closest_genes
GO:0050767	closest_genes
GO:0036477	closest_genes
GO:0097060	closest_genes
GO:0031226	closest_genes
GO:0032989	closest_genes
GO:0005887	closest_genes
GO:0098984	closest_genes
GO:0030030	closest_genes
GO:0120036	closest_genes
GO:0045664	closest_genes
GO:0099572	closest_genes
GO:0043231	closest_genes
GO:0044425	closest_genes
GO:0031175	closest_genes
GO:0120035	closest_genes
GO:0031344	closest_genes
GO:0097447	closest_genes
GO:0030425	closest_genes
GO:0048858	closest_genes
GO:0030424	closest_genes
GO:0019222	closest_genes
GO:0032279	closest_genes
GO:0120039	closest_genes
GO:0032990	closest_genes
GO:0048812	closest_genes
GO:0014069	closest_genes
GO:0031323	closest_genes
GO:0032991	closest_genes
GO:0048583	closest_genes
GO:0051240	closest_genes
GO:0010975	closest_genes
GO:0080090	closest_genes
GO:0019899	closest_genes
GO:0051094	closest_genes
GO:0060255	closest_genes
GO:0045211	closest_genes
GO:0009966	closest_genes
GO:0098609	closest_genes
GO:0000904	closest_genes
GO:0007417	closest_genes
GO:0022610	closest_genes
GO:0007155	closest_genes
GO:0044446	closest_genes
GO:0040011	closest_genes
GO:0065009	closest_genes
GO:0051171	closest_genes
GO:0050808	closest_genes
GO:0048667	closest_genes
GO:0098797	closest_genes
GO:0007610	closest_genes
GO:0044297	closest_genes
GO:0005634	closest_genes
GO:0098793	closest_genes
GO:0051641	closest_genes
GO:0007420	closest_genes
GO:0051130	closest_genes
GO:0051049	closest_genes
GO:0034703	closest_genes
GO:0051234	closest_genes
GO:0009888	closest_genes
GO:0012505	closest_genes
GO:0060322	closest_genes
NEURONAL SYSTEM%REACTOME%R-HSA-112316.6	closest_genes
GO:1902495	closest_genes
GO:1990351	closest_genes
GO:0099240	closest_genes
GO:0051962	closest_genes
GO:0003824	closest_genes
GO:0034702	closest_genes
GO:0050896	closest_genes
GO:0007154	closest_genes
GO:0098796	closest_genes
GO:0050804	closest_genes
GO:0045597	closest_genes
GO:0044087	closest_genes
GO:0051270	closest_genes
GO:0099177	closest_genes
GO:0042221	closest_genes
GO:0023052	closest_genes
GO:0006810	closest_genes
GO:0048856	high_transcripts
GO:0048513	high_transcripts
GO:0003824	high_transcripts
GO:0140096	high_transcripts
GO:0030154	high_transcripts
GO:0071944	high_transcripts
GO:0042995	high_transcripts
GO:0006725	high_transcripts
GO:0022607	high_transcripts
GO:0044085	high_transcripts
GO:0071840	high_transcripts
GO:0016043	high_transcripts
GO:0048869	high_transcripts
GO:0051641	high_transcripts
GO:0044260	high_transcripts
GO:0044237	high_transcripts
GO:0034641	high_transcripts
GO:0044267	high_transcripts
GO:0006464	high_transcripts
GO:0051716	high_transcripts
GO:0005737	high_transcripts
GO:0044444	high_transcripts
GO:0005829	high_transcripts
GO:0032502	high_transcripts
GO:0012505	high_transcripts
GO:0019899	high_transcripts
GO:0051234	high_transcripts
GO:0046483	high_transcripts
GO:1901363	high_transcripts
GO:0042802	high_transcripts
GO:0043231	high_transcripts
GO:0043232	high_transcripts
GO:0070013	high_transcripts
GO:0044446	high_transcripts
GO:0051179	high_transcripts
GO:0043170	high_transcripts
GO:0043412	high_transcripts
GO:0031974	high_transcripts
GO:0016020	high_transcripts
GO:0008152	high_transcripts
GO:0007275	high_transcripts
GO:0032501	high_transcripts
GO:0048519	high_transcripts
GO:0031324	high_transcripts
GO:0048523	high_transcripts
GO:0007399	high_transcripts
GO:0097458	high_transcripts
GO:0006807	high_transcripts
GO:0043228	high_transcripts
GO:0031981	high_transcripts
GO:0044428	high_transcripts
GO:0003676	high_transcripts
GO:0006139	high_transcripts
GO:0005654	high_transcripts
GO:0005634	high_transcripts
GO:0043233	high_transcripts
GO:0006996	high_transcripts
GO:0044422	high_transcripts
GO:0097159	high_transcripts
GO:1901360	high_transcripts
GO:0071704	high_transcripts
GO:1901564	high_transcripts
GO:0120025	high_transcripts
GO:0005886	high_transcripts
GO:0048518	high_transcripts
GO:0009891	high_transcripts
GO:0031328	high_transcripts
GO:0031325	high_transcripts
GO:0048522	high_transcripts
GO:0010557	high_transcripts
GO:0010604	high_transcripts
GO:0009893	high_transcripts
GO:0051173	high_transcripts
GO:0045935	high_transcripts
GO:0044238	high_transcripts
GO:0032991	high_transcripts
GO:0005515	high_transcripts
GO:0019538	high_transcripts
GO:0036211	high_transcripts
GO:0065008	high_transcripts
GO:0009889	high_transcripts
GO:0010646	high_transcripts
GO:0031326	high_transcripts
GO:0051128	high_transcripts
GO:2000112	high_transcripts
GO:0031323	high_transcripts
GO:0032268	high_transcripts
GO:0050793	high_transcripts
GO:0010468	high_transcripts
GO:0032879	high_transcripts
GO:0010556	high_transcripts
GO:0060255	high_transcripts
GO:0019222	high_transcripts
GO:0065009	high_transcripts
GO:0051239	high_transcripts
GO:0051171	high_transcripts
GO:1903506	high_transcripts
GO:0019219	high_transcripts
GO:0080090	high_transcripts
GO:0051246	high_transcripts
GO:0048583	high_transcripts
GO:2001141	high_transcripts
GO:0051252	high_transcripts
GO:0009966	high_transcripts
GO:0023051	high_transcripts
GO:0006355	high_transcripts
GO:0042221	high_transcripts
GO:0050896	high_transcripts
GO:0006950	high_transcripts
GO:0048731	high_transcripts
GO:0006810	high_transcripts
GO:0009653	high_transcripts
GO:0007154	high_transcripts
GO:0044430	high_transcripts
GO:0005856	high_transcripts
GO:0051649	high_transcripts
GO:0048699	high_transcripts
IMMUNE SYSTEM%REACTOME DATABASE ID RELEASE 67%168256	high_transcripts
GO:0044425	high_transcripts
METABOLISM OF PROTEINS%REACTOME DATABASE ID RELEASE 67%392499	high_transcripts
GO:0010605	high_transcripts
GO:0009892	high_transcripts
GO:0051172	high_transcripts
GO:0022008	high_transcripts
GO:0031090	high_transcripts
GO:0010628	high_transcripts
GO:2000026	high_transcripts
GO:0031399	high_transcripts
GO:0006357	high_transcripts
GO:0045202	high_transcripts
GO:0031982	high_transcripts
GO:0044463	high_transcripts
GO:0031410	high_transcripts
GO:0097708	high_transcripts
GO:0005739	high_transcripts
GO:0009890	high_transcripts
GO:2000113	high_transcripts
GO:0010629	high_transcripts
GO:0010558	high_transcripts
GO:0043005	high_transcripts
GO:0090304	high_transcripts
GO:0120038	high_transcripts
GO:1903508	high_transcripts
GO:1902680	high_transcripts
GO:0045893	high_transcripts
GO:0050790	high_transcripts
GO:0045595	high_transcripts
GO:0051049	high_transcripts
SIGNALING PATHWAYS%REACTOME%R-HSA-162582.8	high_transcripts
GO:0016740	high_transcripts
GO:0009058	high_transcripts
GO:0048468	high_transcripts
GO:0033554	high_transcripts
GO:0016787	high_transcripts
GO:0031327	high_transcripts
GO:0045934	high_transcripts
GO:0044451	high_transcripts
GO:1901576	high_transcripts
GO:0006796	high_transcripts
GO:0006793	high_transcripts
GO:0048584	high_transcripts
GO:0051254	high_transcripts
GO:0033043	high_transcripts
GO:0019220	high_transcripts
GO:0051174	high_transcripts
GO:0023052	high_transcripts
GO:0044456	high_transcripts
GO:1902494	high_transcripts
GO:0044249	high_transcripts
GO:0043167	high_transcripts
GO:0033036	high_transcripts
METABOLISM%REACTOME DATABASE ID RELEASE 67%1430728	high_transcripts
GO:0044459	high_transcripts
GO:0044093	high_transcripts
GO:0008104	high_transcripts
GO:0010033	high_transcripts
GO:0043168	high_transcripts
GO:0098588	high_transcripts
GO:0009056	high_transcripts
GO:0030030	high_transcripts
GO:0070887	high_transcripts
GO:0005694	high_transcripts
GO:0003677	high_transcripts
GENE EXPRESSION (TRANSCRIPTION)%REACTOME DATABASE ID RELEASE 67%74160	high_transcripts
GO:0010467	high_transcripts
GO:0015630	high_transcripts
GO:0120036	high_transcripts
GO:0051247	high_transcripts
GO:0044877	high_transcripts
GO:0043933	high_transcripts
GO:0051960	high_transcripts
GO:0070727	high_transcripts
GO:0005794	high_transcripts
GO:0051130	high_transcripts
GO:0032270	high_transcripts
GO:0051240	high_transcripts
GO:0042325	high_transcripts
GO:0044248	high_transcripts
GO:0034613	high_transcripts
GO:0046907	high_transcripts
GO:0006928	high_transcripts
GO:0048585	high_transcripts
GO:0051253	high_transcripts
GO:0046983	high_transcripts
GO:0060284	high_transcripts
GO:0044087	high_transcripts
GO:0050767	high_transcripts
GO:0016070	high_transcripts
GO:0009967	high_transcripts
GO:0065003	high_transcripts
GO:0051726	high_transcripts
RNA POLYMERASE II TRANSCRIPTION%REACTOME%R-HSA-73857.5	high_transcripts
GO:0098590	high_transcripts
GO:0051094	high_transcripts
GO:0010941	high_transcripts
GO:0045664	high_transcripts
GO:0032880	high_transcripts
GO:0007010	high_transcripts
GO:1903507	high_transcripts
GO:1902679	high_transcripts
GO:0045892	high_transcripts
GO:0010647	high_transcripts
GO:0023056	high_transcripts
GO:0045944	high_transcripts
POST-TRANSLATIONAL PROTEIN MODIFICATION%REACTOME%R-HSA-597592.7	high_transcripts
GO:0036477	high_transcripts
GO:0044427	high_transcripts
GENERIC TRANSCRIPTION PATHWAY%REACTOME DATABASE ID RELEASE 67%212436	high_transcripts
GO:0009968	high_transcripts
GO:0071702	high_transcripts
GO:0010975	high_transcripts
GO:0043067	high_transcripts
GO:0035556	high_transcripts
GO:0010648	high_transcripts
GO:0023057	high_transcripts
GO:0031401	high_transcripts
GO:0042981	high_transcripts
GO:0031344	high_transcripts
GO:0060341	high_transcripts
GO:1902531	high_transcripts
GO:0120035	high_transcripts
GO:0007165	high_transcripts
VESICLE-MEDIATED TRANSPORT%REACTOME DATABASE ID RELEASE 67%5653656	high_transcripts
GO:0051276	high_transcripts
GO:0042592	high_transcripts
GO:0098772	high_transcripts
GO:1901575	high_transcripts
GO:0043085	high_transcripts
GO:0071310	high_transcripts
GO:0005815	high_transcripts
GO:0001932	high_transcripts
GO:0003723	high_transcripts
GO:0043565	high_transcripts
GO:0140110	high_transcripts
GO:1990234	high_transcripts
GO:0030424	high_transcripts
GO:0008092	high_transcripts
MEMBRANE TRAFFICKING%REACTOME%R-HSA-199991.6	high_transcripts
GO:0051129	high_transcripts
GO:0051241	high_transcripts
GO:0019904	high_transcripts
GO:0044281	high_transcripts
GO:0007417	high_transcripts
GO:0009790	high_transcripts
GO:0005783	high_transcripts
GO:0005730	high_transcripts
GO:0051050	high_transcripts
GO:0040011	high_transcripts
GO:0051248	high_transcripts
GO:0030182	high_transcripts
GO:0009894	high_transcripts
GO:0098805	high_transcripts
GO:0071705	high_transcripts
GO:0016604	high_transcripts
GO:0045597	high_transcripts
GO:0080134	high_transcripts
GO:0009888	high_transcripts
GO:0044271	high_transcripts
GO:0030425	high_transcripts
GO:0097447	high_transcripts
GO:0003690	high_transcripts
GO:0032269	high_transcripts
GO:0048666	high_transcripts
GO:0018193	high_transcripts
GO:0042803	high_transcripts
GO:0042127	high_transcripts
GO:0044297	high_transcripts
GO:0045184	high_transcripts
GO:0016310	high_transcripts
GO:0022603	high_transcripts
GO:0016772	high_transcripts
GO:0007420	high_transcripts
GO:0022402	high_transcripts
GO:0032989	high_transcripts
GO:0031975	high_transcripts
GO:0019900	high_transcripts
GO:0007017	high_transcripts
GO:0031967	high_transcripts
GO:0051336	high_transcripts
GO:0008134	high_transcripts
GO:0007049	high_transcripts
GO:0005813	high_transcripts
GO:0009059	high_transcripts
GO:0098796	high_transcripts
GO:0019901	high_transcripts
GO:0048870	high_transcripts
DEVELOPMENTAL BIOLOGY%REACTOME%R-HSA-1266738.5	high_transcripts
GO:0006259	high_transcripts
GO:0051674	high_transcripts
GO:0043025	high_transcripts
GO:0001067	high_transcripts
GO:0044212	high_transcripts
GO:0016192	high_transcripts
GO:0003682	high_transcripts
GO:0060322	high_transcripts
GO:0016788	high_transcripts
GO:0098794	high_transcripts
GO:0010564	high_transcripts
GO:0005102	high_transcripts
GO:0034645	high_transcripts
GO:0006974	high_transcripts
METABOLISM OF RNA%REACTOME%R-HSA-8953854.4	high_transcripts
GO:0044092	high_transcripts
GO:0031984	high_transcripts
GO:0051338	high_transcripts
GO:0033267	high_transcripts
GO:0060548	high_transcripts
GO:0045937	high_transcripts
GO:0010562	high_transcripts
GO:0006508	high_transcripts
GO:2000145	high_transcripts
GO:0070201	high_transcripts
GO:0009628	high_transcripts
GO:0009605	high_transcripts
GO:0099080	high_transcripts
GO:0099081	high_transcripts
GO:0042886	high_transcripts
GO:0000902	high_transcripts
GO:0030234	high_transcripts
GO:0016301	high_transcripts
GO:0051640	high_transcripts
GO:0051270	high_transcripts
GO:0040012	high_transcripts
GO:0036094	high_transcripts
GO:0000785	high_transcripts
EGFR1%IOB%EGFR1	high_transcripts
EGFR1%NETPATH%EGFR1	high_transcripts
GO:0009792	high_transcripts
GO:0051093	high_transcripts
GO:0048471	high_transcripts
GO:0010638	high_transcripts
GO:0099512	high_transcripts
GO:0007166	high_transcripts
GO:0043009	high_transcripts
GO:0051020	high_transcripts
GO:0009719	high_transcripts
GO:1990904	high_transcripts
GO:1990837	high_transcripts
GO:0043069	high_transcripts
GO:0000122	high_transcripts
GO:0044454	high_transcripts
GO:0015833	high_transcripts
GO:0090087	high_transcripts
DISEASE%REACTOME%R-HSA-1643685.7	high_transcripts
GO:0005768	high_transcripts
GO:0051704	high_transcripts
GO:1901565	high_transcripts
GO:0001934	high_transcripts
GO:0099572	high_transcripts
GO:0098793	high_transcripts
GO:0051223	high_transcripts
GO:1903530	high_transcripts
GO:1901700	high_transcripts
GO:0048646	high_transcripts
GO:0016477	high_transcripts
GO:0006325	high_transcripts
GO:0002376	high_transcripts
GO:0009057	high_transcripts
GO:0010720	high_transcripts
GO:0050769	high_transcripts
GO:0015629	high_transcripts
GO:0071495	high_transcripts
GO:0098978	high_transcripts
MRNA PROCESSING%WIKIPATHWAYS_20190110%WP310%MUS MUSCULUS	high_transcripts
GO:0043066	high_transcripts
GO:0045596	high_transcripts
GO:0031175	high_transcripts
GO:0098984	high_transcripts
GO:0045666	high_transcripts
GO:0022604	high_transcripts
GO:0051046	high_transcripts
GO:0060627	high_transcripts
GO:0000003	high_transcripts
GO:0022414	high_transcripts
GO:0006811	high_transcripts
GO:0070925	high_transcripts
GO:0031346	high_transcripts
GO:0051962	high_transcripts
GO:0042327	high_transcripts
GO:0006468	high_transcripts
GO:0015031	high_transcripts
GO:0030334	high_transcripts
GO:0030054	high_transcripts
GO:0031252	high_transcripts
GO:0016773	high_transcripts
GO:0032279	high_transcripts
AXON GUIDANCE%REACTOME%R-HSA-422475.5	high_transcripts
GO:0034622	high_transcripts
GO:0044431	high_transcripts
INNATE IMMUNE SYSTEM%REACTOME DATABASE ID RELEASE 67%168249	high_transcripts
GO:1901566	high_transcripts
GO:0014069	high_transcripts
GO:0070647	high_transcripts
GO:0031329	high_transcripts
GO:0003712	high_transcripts
GO:0000278	high_transcripts
GO:0080135	high_transcripts
GO:0051493	high_transcripts
GO:0051052	high_transcripts
GO:0043549	high_transcripts
GO:0015631	high_transcripts
GO:0043169	high_transcripts
GO:0006886	high_transcripts
GO:0046872	high_transcripts
GO:0000228	high_transcripts
GO:0019637	high_transcripts
GO:0040008	high_transcripts
GO:0002682	high_transcripts
GO:0006396	high_transcripts
GO:0000976	high_transcripts
ADAPTIVE IMMUNE SYSTEM%REACTOME DATABASE ID RELEASE 67%1280218	high_transcripts
GO:0005929	high_transcripts
GO:1901362	high_transcripts
GO:1902533	high_transcripts
GO:0033365	high_transcripts
GO:1903047	high_transcripts
GO:0099513	high_transcripts
GO:0004672	high_transcripts
GO:0033044	high_transcripts
GO:0007346	high_transcripts
GO:1901698	high_transcripts
GO:0016570	high_transcripts
GO:0030162	high_transcripts
GO:0030036	high_transcripts
GO:0016569	high_transcripts
GO:0099568	high_transcripts
GO:0060429	high_transcripts
